college,rank,cutoff,branch,seat_type,round,year
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",47663,73.4437245,Artificial Intelligence and Data Science,PWD45625,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",66371,60.7344231,Artificial Intelligence and Data Science,VII,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",73788,54.912555,Civil Engineering,GOPENH,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",106719,23.121138,Civil Engineering,GSTH,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",79018,50.9996691,Civil Engineering,GNT1H,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",63958,62.3799839,Civil Engineering,GNT3H,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",88284,42.7946749,Civil Engineering,PWD88165,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",108314,21.2317049,Civil Engineering,LOPENO,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",121868,1.5443831,Civil Engineering,LOBCO,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",62373,63.7147595,Civil Engineering,VII,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",31117,83.2284916,Computer Science and Engineering,GOPENH,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",34617,81.3782643,Computer Science and Engineering,GSCH,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",110442,18.375784,Computer Science and Engineering,GSTH,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",35001,80.9167266,Computer Science and Engineering,GNT2H,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",33711,81.6350139,Computer Science and Engineering,GOBCH,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",32194,82.4407997,Computer Science and Engineering,PWD28298,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",33193,81.984042,Computer Science and Engineering,DEFOPENS,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",15099,91.8885683,Computer Science and Engineering,TFWS,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",26578,85.6913808,Computer Science and Engineering,ORPHAN,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",32172,82.4407997,Computer Science and Engineering,EWS,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",37322,79.5386869,Information Technology,GOPENH,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",45505,74.5211181,Information Technology,GSCH,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",40053,78.106229,Information Technology,GSTH,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",36051,80.4540499,Information Technology,GOBCH,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",48331,72.8897104,Information Technology,LOPENH,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",40590,77.8495773,Information Technology,PWD37109,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",44693,75.3508645,Information Technology,VII,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",60966,64.4979119,Information Technology,44463,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",54004,69.3871747,Electronics and Telecommunication Engg,GOPENH,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",62024,64.0075195,Electronics and Telecommunication Engg,GSCH,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",75748,53.8866742,Electronics and Telecommunication Engg,GSTH,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",60178,65.2400587,Electronics and Telecommunication Engg,GVJH,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",89806,41.4815869,Electronics and Telecommunication Engg,GNT2H,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",55049,68.7024004,Electronics and Telecommunication Engg,PWD54959,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",66138,60.7344231,Electronics and Telecommunication Engg,VII,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",108837,20.3613489,Electronics and Telecommunication Engg,63910,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",30938,83.2493822,Electronics and Telecommunication Engg,DEFOPENS,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",59612,65.5958943,Electronics and Telecommunication Engg,TFWS,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",53877,69.3871747,Electronics and Telecommunication Engg,ORPHAN,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",77678,51.6740911,Mechanical Engineering,GOPENH,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",80957,48.9563567,Mechanical Engineering,GSCH,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",79947,50.5614783,Mechanical Engineering,GSTH,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",95929,35.3945703,Mechanical Engineering,VII,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",95876,35.6598862,Mechanical Engineering,93409,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",80811,49.0525702,Mechanical Engineering,GOPENO,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",91703,39.4196471,Mechanical Engineering,GSCO,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",115092,12.219415,Mechanical Engineering,GSTO,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",85445,44.986801,Mechanical Engineering,GVJO,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",48107,72.8974176,Mechanical Engineering,DEFOPENS,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",103557,26.7890081,Mechanical Engineering,TFWS,I,2023
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",85757,44.9304271,Mechanical Engineering,ORPHAN,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",113721,14.2356611,Civil Engineering,GOPENH,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",119223,5.9143931,Civil Engineering,GNT2H,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",121485,2.3327106,Civil Engineering,LOPENH,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",96368,35.1475881,Civil Engineering,GOPENO,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",98632,32.2621925,Civil Engineering,LOPENO,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",121755,1.839058,Civil Engineering,LOBCO,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",62426,63.7147595,Computer Science and Engineering,GOPENH,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",79181,50.9996691,Computer Science and Engineering,GSCH,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",78477,51.2359011,Computer Science and Engineering,GSTH,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",70373,57.6946774,Computer Science and Engineering,GVJH,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",92261,39.1582539,Computer Science and Engineering,GNT1H,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",66956,60.5043241,Computer Science and Engineering,PWD59048,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",83190,47.769552,Computer Science and Engineering,VII,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",88880,42.3018437,Computer Science and Engineering,81563,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",117633,8.6023034,Chemical Engineering,GOPENH,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",92017,39.3128682,Chemical Engineering,LOPENH,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",119860,5.2450064,Chemical Engineering,LSCH,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",106211,23.4829494,Chemical Engineering,LOBCH,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",119489,5.5595051,Chemical Engineering,LOPENO,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",112054,16.5815096,Chemical Engineering,EWS,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",118694,6.973842,Mechanical Engineering,GOPENH,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",120386,4.2124186,Mechanical Engineering,GOBCH,I,2023
"Shri Shivaji Education Society's College of Engineering and Technology, Akola",108333,21.2317049,Mechanical Engineering,GOPENO,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",116464,10.4981278,Civil Engineering,GOPENH,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",117343,8.7877784,Civil Engineering,GVJH,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",98881,32.2127079,Civil Engineering,GNT1H,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",122552,0.1660971,Civil Engineering,VII,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",119207,5.9143931,Civil Engineering,119279,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",114785,12.7559948,Civil Engineering,GOPENO,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",111124,17.5316365,Civil Engineering,LOPENO,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",69298,58.8006082,Computer Science and Engineering,GOPENH,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",86213,44.7418375,Computer Science and Engineering,GSCH,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",110237,18.840167,Computer Science and Engineering,GSTH,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",72928,55.8902921,Computer Science and Engineering,GNT3H,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",58414,66.4465439,Computer Science and Engineering,GOBCH,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",70520,57.4413646,Computer Science and Engineering,PWD66729,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",41590,77.0666918,Computer Science and Engineering,VII,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",94919,35.978039,Electrical Engg[Electronics and Power],GOPENH,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",109557,19.499854,Electrical Engg[Electronics and Power],GSTH,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",107159,22.4871071,Electrical Engg[Electronics and Power],GNT1H,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",93084,38.5667023,Electrical Engg[Electronics and Power],GNT3H,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",99188,32.1061359,Electrical Engg[Electronics and Power],PWD99644,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",92023,39.3128682,Electrical Engg[Electronics and Power],DEFOPENS,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",94847,35.978039,Electrical Engg[Electronics and Power],EWS,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",105447,25.0367211,Mechanical Engineering,GOPENH,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",120468,4.1980573,Mechanical Engineering,GVJH,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",113595,14.6195704,Mechanical Engineering,GNT1H,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",93869,36.7166438,Mechanical Engineering,LOPENH,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",120460,4.1980573,Mechanical Engineering,LOBCH,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",101236,29.3331437,Mechanical Engineering,PWD117598,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",121918,1.4996203,Mechanical Engineering,EWS,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",74700,54.1664697,Artificial Intelligence and Data Science,GOPENH,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",104056,26.2202423,Artificial Intelligence and Data Science,GSCH,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",78718,51.1072039,Artificial Intelligence and Data Science,GSTH,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",82993,47.769552,Artificial Intelligence and Data Science,GNT1H,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",78606,51.2359011,Artificial Intelligence and Data Science,PWD76882,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",84993,45.6704109,Artificial Intelligence and Data Science,VII,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",75430,53.926243,Artificial Intelligence and Data Science,DEFOPENS,I,2023
"Janata Shikshan Prasarak Mandal? Babasaheb Naik College Of Engineering, Pusad",76896,52.4476185,Artificial Intelligence and Data Science,EWS,I,2023
"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali",56566,67.4824177,Computer Science and Engineering,GOPENH,I,2023
"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali",82459,48.1419882,Computer Science and Engineering,GSCH,I,2023
"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali",63644,62.3954246,Computer Science and Engineering,GSTH,I,2023
"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali",63997,62.3799839,Computer Science and Engineering,GNT3H,I,2023
